"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TIME","Select time","Value","Flag Codes","Flags"
"ITF6","Calabria","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q3","Q3-2023",11.715688,,
"ITF6","Calabria","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q4","Q4-2023",15.153644,,
"ITF6","Calabria","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023","2023",18.953024,,
"ITF6","Calabria","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q1","Q1-2023",22.133546,,
"ITF6","Calabria","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q2","Q2-2023",18.730056,,
"ITF6","Calabria","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q3","Q3-2023",16.766098,,
"ITF6","Calabria","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q4","Q4-2023",18.250056,,
"ITC4","Lombardia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023","2023",3.429615,,
"ITC4","Lombardia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q1","Q1-2023",3.852612,,
"ITC4","Lombardia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q2","Q2-2023",4.049851,,
"ITC4","Lombardia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q3","Q3-2023",2.742572,,
"ITC4","Lombardia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q4","Q4-2023",3.07539,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023","2023",3.990105,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q1","Q1-2023",3.81667,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q2","Q2-2023",4.859485,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q3","Q3-2023",2.796171,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q4","Q4-2023",4.531371,,
"ITF4","Puglia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023","2023",9.257701,,
"ITF4","Puglia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q1","Q1-2023",10.735679,,
"ITF4","Puglia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q2","Q2-2023",9.485959,,
"ITF4","Puglia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q3","Q3-2023",8.368445,,
"ITF4","Puglia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q4","Q4-2023",8.457168,,
"ITF1","Abruzzo","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023","2023",8.052396,,
"ITF1","Abruzzo","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q1","Q1-2023",8.186364,,
"ITF1","Abruzzo","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q2","Q2-2023",8.879958,,
"ITF1","Abruzzo","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q3","Q3-2023",7.612949,,
"ITF1","Abruzzo","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q4","Q4-2023",7.531919,,
"ITE4","Lazio","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023","2023",8.687747,,
"ITE4","Lazio","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q1","Q1-2023",10.104989,,
"ITE4","Lazio","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q2","Q2-2023",7.725142,,
"ITE4","Lazio","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q3","Q3-2023",7.761195,,
"ITE4","Lazio","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q4","Q4-2023",9.092433,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023","2023",3.626346,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q1","Q1-2023",3.769856,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q2","Q2-2023",3.190627,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q3","Q3-2023",4.224896,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q4","Q4-2023",3.323275,,
"ITE3","Marche","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023","2023",5.16871,,
"ITE3","Marche","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q1","Q1-2023",5.920153,,
"ITE3","Marche","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q2","Q2-2023",4.397555,,
"ITE3","Marche","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q3","Q3-2023",4.983658,,
"ITE3","Marche","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q4","Q4-2023",5.375401,,
"ITG2","Sardegna","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023","2023",9.859401,,
"ITG2","Sardegna","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q1","Q1-2023",11.015459,,
"ITG2","Sardegna","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q2","Q2-2023",11.183895,,
"ITG2","Sardegna","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q3","Q3-2023",8.309814,,
"ITG2","Sardegna","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q4","Q4-2023",8.863881,,
"ITF5","Basilicata","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023","2023",9.681699,,
"ITF5","Basilicata","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q1","Q1-2023",10.185377,,
"ITF5","Basilicata","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q2","Q2-2023",10.337616,,
"ITF5","Basilicata","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q3","Q3-2023",8.391931,,
"ITF5","Basilicata","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q4","Q4-2023",9.853344,,
"ITF2","Molise","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023","2023",11.028163,,
"ITF2","Molise","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q1","Q1-2023",11.092764,,
"ITF2","Molise","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q2","Q2-2023",9.929659,,
"ITF2","Molise","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q3","Q3-2023",12.139365,,
"ITF2","Molise","UNEM_R","unemployment rate","2","females","Y15-74","15-74 years","2023-Q4","Q4-2023",11.005955,,
"ITF2","Molise","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023","2023",9.582475,,
"ITF2","Molise","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q1","Q1-2023",10.074827,,
"ITF2","Molise","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q2","Q2-2023",8.493461,,
"ITF2","Molise","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q3","Q3-2023",8.959066,,
"ITF2","Molise","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q4","Q4-2023",10.746456,,
"ITD3","Veneto","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023","2023",3.470774,,
"ITD3","Veneto","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q1","Q1-2023",3.638098,,
"ITD3","Veneto","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q2","Q2-2023",3.604761,,
"ITD3","Veneto","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q3","Q3-2023",3.704877,,
"ITD3","Veneto","UNEM_R","unemployment rate","1","males","Y15-74","15-74 years","2023-Q4","Q4-2023",2.933376,,
"ITDA","Trentino Alto Adige / Südtirol","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023","2023",2.843381,,
"ITDA","Trentino Alto Adige / Südtirol","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q1","Q1-2023",3.695184,,
"ITDA","Trentino Alto Adige / Südtirol","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q2","Q2-2023",2.330638,,
"ITDA","Trentino Alto Adige / Südtirol","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q3","Q3-2023",2.232053,,
"ITDA","Trentino Alto Adige / Südtirol","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q4","Q4-2023",3.128463,,
"ITE1","Toscana","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023","2023",5.256755,,
"ITE1","Toscana","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q1","Q1-2023",6.115951,,
"ITE1","Toscana","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q2","Q2-2023",5.348679,,
"ITE1","Toscana","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q3","Q3-2023",4.406771,,
"ITE1","Toscana","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q4","Q4-2023",5.163136,,
"ITF3","Campania","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023","2023",17.414553,,
"ITF3","Campania","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q1","Q1-2023",18.873466,,
"ITF3","Campania","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q2","Q2-2023",16.085536,,
"ITF3","Campania","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q3","Q3-2023",16.994371,,
"ITF3","Campania","UNEM_R","unemployment rate","9","total","Y15-74","15-74 years","2023-Q4","Q4-2023",17.699071,,
